title_version,model_year,mileage,engine,transmission,fuel,price,inspection_score,description,data_source
Honda N One Premium Tourer 2022,2022,15000.0,658.0,Automatic,Petrol,3740000.0,8.7,honda n one premium 2022 model 2025 december clear top of line honda sensing leather interior verifiable auction sheet total gneuine 100% low millage just 17k from japan all max options,silver_predicted
Honda CR-Z Base Grade (Metallic Color) 2014,2014,52000.0,1500.0,Automatic,Hybrid,3350000.0,8.9,honda crz 2014 model like a new car 1/1 neatest car in the town like a new car,silver_predicted
Honda City Aspire Prosmatec 1.5 i-VTEC 2020,2020,62000.0,1500.0,Automatic,Petrol,4200000.0,9.5,"just like a zero meter car. everything is in genuine condition. token tax is up to date. first owner, new tyres",silver_predicted
Honda City 1.3 i-VTEC Prosmatec 2009,2009,170000.0,1300.0,Automatic,Petrol,2650000.0,8.5,"city model 2009 islamabad num atou complete original file is availble. original smart of this car is also available. fitted with new tires. lightweight allow rims. all taxes paid. petrol driven, . sealed and powerful engine. minor touchups. mechanical engine gear saspantion ok ac heater on . lac beck camera on . price almost final car visit taxila TAG_EXCELLENT",silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,25000.0,1800.0,Automatic,Petrol,6450000.0,9.2,civic ug vti oriel 2021 registered ( karachi ) totally original just 25000 km spare unused,silver_predicted
Honda City EXi S Automatic 2003,2003,92000.0,1300.0,Automatic,Petrol,2350000.0,8.7,honda city 2003 model total geniune one and only car in this condition available in pakistan call/sms in office hours only. totally driven on petrol. original book of this car is also available.,silver_predicted
Honda City Aspire Prosmatec 1.5 i-VTEC 2014,2014,165000.0,1500.0,Automatic,Petrol,3025000.0,8.7,"lightweight allow rims . original return file is available . petrol driven, cng never installed. original book is available as well. roof pillar diggy bonet % geniune seal to seal geniune",silver_predicted
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,140000.0,1800.0,Automatic,Petrol,3935000.0,9.2,2014/ 2015 lahore registered first owner in showroom condition. original book is available. complete original file is availble. non accidental. brand new tires100% installed. paint touchups in a few places. engine in pristine condition. urgently need to sellthe car. all service history log maintained. price is flexible. 0330-72-72-512 location chakwal,silver_predicted
Honda N One 2022,2022,12600.0,660.0,Automatic,Petrol,3375000.0,9.5,after market alloy rims. complete original file is availble . call/sms only during office hours please. brand new tires installed. exchange is possible with other car .,silver_predicted
Honda Civic VTi 1.8 i-VTEC 2010,2010,200000.0,1800.0,Manual,Petrol,2300000.0,8.6,honda civic 2009 hardtop varient.. outer showered below roof .engine suspension 10/10 ..sound system installed. serious buyers only contact on whatspp TAG_FAIR,silver_predicted
Honda Accord 24TL Sports Style 2008,2008,115000.0,2400.0,Automatic,Petrol,4120000.0000000005,8.7,after market alloy rims.,silver_predicted
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2008,2008,137000.0,1800.0,Automatic,Petrol,2650000.0,9.0,honda reborn 2008 model full option sunroof lahore number only 1 piece touching (right fender) genuine stock rims ac working a to z all sensors in working condition little bit scrathes on body good fuel average home used car well mintained biometric on spot gift for reborn lover only buy and drive only juma to juma drive car demand 27lack TAG_GOOD,silver_predicted
Honda City 1.2L CVT 2025,2025,6500.0,1200.0,Automatic,Petrol,5250000.0,9.1,alloy rims.,silver_predicted
Honda Civic Oriel 2024,2024,33500.0,1500.0,Automatic,Petrol,8334999.999999999,8.7,urgent for sale!! full options honda civic - 100% original - new battery installed - black flooring for a sleek look - honda avenue maintained - first owner - service history available - all token taxes paid up to date contact me for more details and to schedule a viewing,silver_predicted
Honda Accord CL7 2003,2003,114000.0,2000.0,Automatic,Petrol,2145000.0,8.7,honda accord 2003/2007 mint condition only 2 pieces touchup rest are original own engine demand 2150/- TAG_GOOD,silver_predicted
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,98000.0,1800.0,Automatic,Petrol,3595000.0000000005,9.3,2014 ug oriel 1 fender touchup sunroof leather seats navigation 98k mileage x rim installed new tyres neat and clear car scratchless body complete original file is availble . driven on petrol throughout . exchange option can be considered.,silver_predicted
Honda Vezel Hybrid Z 2015,2015,80000.0,1500.0,Automatic,Hybrid,4420000.0,8.9,"clean cars aren’t for everyone — only people who know quality will understand this one • “driven with extreme care — interior & exterior both in spotless condition.” • “engine, suspension & hybrid system performing 100% perfectly.” • “family-used car, not dealer-abused or rental-driven.” • “recently serviced – no work required, just buy and drive.” • “fuel average is excellent — a very economical hybrid.” • “auction sheet verified — no hidden accidents or stories.” • “one of the cleanest vezel options available in this category.” • “hard to find this condition again — serious buyers will understand the value.” if you’re hunting for cheap deals, this isn’t your car. if you’re hunting for a clean ride, you’ve found it",silver_predicted
Honda Civic 1.8 i-VTEC CVT 2017,2017,100400.0,1800.0,Automatic,Petrol,4820000.0,9.6,ak peice touch hn baki total ok hn,silver_predicted
Honda City Aspire Prosmatec 1.5 i-VTEC 2021,2021,62.0,1500.0,Automatic,Petrol,4250000.0,9.6,100% original . complete original file is availble . as good as a brand new car. need to sell the car urgently.,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,88000.0,1800.0,Automatic,Petrol,5350000.0,8.4,honda civic full option ug orignal book/file engine 100% suspention 100% interior 10/10 brandnew tyres just one fender repaint sonax glass coated just buy and drive fully mantained car TAG_FAIR,silver_predicted
Honda Civic Oriel 2022,2022,89000.0,1500.0,Automatic,Petrol,7700000.0,8.5,"honda civic 2022 model mint condition, beautiful car tires are in good condition engine suspension are mintt price slightly negotiable",silver_predicted
Honda Civic VTi Prosmatec 1.8 i-VTEC 2014,2014,132000.0,1800.0,Automatic,Petrol,3350000.0,9.6,"car is in immaculate condition, 100% original bumper to bumper genuine",silver_predicted
Honda BR-V i-VTEC S 2019,2019,86000.0,1500.0,Automatic,Petrol,4450000.0,9.6,first owner bumper to bumper,silver_predicted
Honda N Wgn Custom G L Package 2018,2018,95000.0,660.0,Automatic,Petrol,2750000.0,9.6,exchange possible self import car 2018 import 2026 registered 3.8 old auction sheet (2018 year) 1 piece touch from japan total genuine black dual tone ppf for protection islamabad no lifetime token not a dealer family use car TAG_EXCELLENT,silver_predicted
Honda Civic VTi Prosmatec 1.8 i-VTEC 2014,2014,138000.0,1800.0,Automatic,Petrol,2850000.0,8.4,honda civic rebirth model 2014 sindh registration auto gair🥰 android lcd back camera saari shower hai roof genuine hai abdar sy pack hai engine suspension 100% ok tyre 75% mileage 137169🫶 aj ki date mn sale krni hai urgent need cash offers bhejein TAG_FAIR,silver_predicted
Honda Civic EXi 1998,1998,50000.0,1500.0,Manual,Petrol,1150000.0,9.1,lightweight allow rims. original book of this car is also available. all service history log maintained. original return file is available. never been into any accident. fitted with new tires. token tax is up to date. urgently need to sell the car. totally driven on petrol. minor accidental cars. engine is changed. no call/sms will be answered after office hours TAG_GOOD,silver_predicted
Honda Civic VTi Oriel 1.8 i-VTEC 2006,2006,248000.0,1800.0,Manual,Petrol,2100000.0,9.2,"honda reborn 2006 model sunroof biometric on spot . tunk touching roof pillar genuine sides shower condition 10/9 engine 10/10 suspension 10/10 tyre 10/7 overall car was very good condition interior fully genuine recently kaam karaya hay total cost 1lac 20k ka huwa hay jis may mechanically kaam huwa hay sara gari andr wali side se rust hay foot boat se pehly bata ra taky na ap ka time waste ho na mera ho. after market low profile tyre (yokohama) and rims. sound system boofer back two speaker genuine pioneers. with out amplifier. if you want more pictures then call me or whatsapp me. sim par call na karyn whatsapp pr jab marzi kar lyn. 0333;"""";"";450;*;"";77;""""! ""! 59 call/sms only during office hours please. exchange option can be considered. never been into any accident. will be sold to nearest offer. TAG_FAIR",silver_predicted
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,121000.0,1800.0,Automatic,Petrol,3550000.0,9.4,new tyres x ky alloy rim lagy hain or bhi bht extra saman laga hoa gari ko,silver_predicted
Honda Civic VTi Oriel 1.6 2004,2004,200200.0,1600.0,Manual,Petrol,170000.0,8.4,honda civic eagle eye 2004 islamabad registered outer full showered for fresh look inner total genuine d16b engine carbon fiber steering allowrims all original documents are complete . TAG_EXCELLENT,silver_predicted
Honda City 1.3 i-VTEC Prosmatec 2021,2021,119000.0,1300.0,Automatic,Petrol,3979999.9999999995,9.6,need to sell the car urgently. price is slightly negotiable. serious buyers only. thank you.,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,55000.0,1800.0,Automatic,Petrol,5500000.0,9.6,everything is in genuine condition 2018model 10/10 home use car just buy & drive .,silver_predicted
Honda N One G 2015,2015,126000.0,660.0,Automatic,Petrol,2360000.0,8.9,honda n one 2015 model 2018 registered lahore no full option 3rd owner roof pillars and bonet genuine seal to seal non accidental retractable mirrors android panel installed ambient lights installed atmospheric lights installed underglow lights installed project headlamps installed high quality speakers installed engine 110% suspension 110% recently work done fresh tyres new alloyrims smooth drive like brand new serious buyers contact only,silver_predicted
Honda Civic 1991,1991,99189.0,1300.0,Manual,Petrol,420000.0,9.2,"civic 90 reconditioned 91 never majored accident, good compression water dropping engine. alloy rims perfect drive straight pipe mufler installed new dry battery installed recently. car on my name transfer must",silver_predicted
Honda City i-DSI 2006,2006,160000.0,1300.0,Manual,Petrol,1900000.0,9.3,chatt dikki or bounat janiun lightweight allow rims .,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,59000.0,1800.0,Automatic,Petrol,5675000.0,8.7,first owner 2021 model honda maintaind from first day till now record avaialble.,silver_predicted
Honda Civic Oriel 2024,2024,34000.0,1500.0,Automatic,Petrol,8650000.0,8.6,"honda civic oriel 2024 model b2b honda maintained with history first owner 35k km driven spare keys and owner manual burgundy room with add ons worth of 1 million: ppf from day one carbon fiber interior trims body kit along with rs spoiler rs rims original not china sound damping sheets led lights brand new yokohama tyres demand 8,650,000",silver_predicted
Honda Vezel Hybrid Z Style Edition 2017,2017,85000.0,1500.0,Automatic,Hybrid,6900000.0,9.2,2017 model 2021 import (self import).100% original except front bumper. call/sms in office hours only. total driven on high octane. brand new tires installed.token tax is up to date. single handed driven from the date of import. will be sold to nearest offer. no foolish offer will be entertained so keep away chaska party...,silver_predicted
Honda Civic Oriel 2025,2025,11500.0,1500.0,Automatic,Petrol,9200000.0,8.7,honda civic orjel 2025 first owner extended warranty bridgestone tyres installed transfer is must,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,18000.0,1800.0,Automatic,Petrol,6900000.0,8.9,the car is bumper to bumper in its orignal paint. including bumpers scratchless and dentless body just like new. occasionally used as 3rd car. the car still smells like a new car. the car is far more beautiful in real then in pictures. spare wheel unused.all user manuals and spare key are along with the car. complete service details available. as good as a brand new car. please avoid foolish offers.,silver_predicted
Honda N One 2022,2022,12600.0,660.0,Automatic,Petrol,3375000.0,9.5,after market alloy rims. complete original file is availble . call/sms only during office hours please. brand new tires installed. exchange is possible with other car .,silver_predicted
Honda City 1.3 i-VTEC Prosmatec 2018,2018,93000.0,1300.0,Automatic,Petrol,3500000.0,8.6,honda city 1.3 prosmatic 2018 model 2018 registered 93k driven engine is in perfect condtion 1 fender color 1st owner throughout company maintained,silver_predicted
Honda Civic 1.8 i-VTEC CVT 2021,2021,78000.0,1800.0,Automatic,Petrol,6050000.0,8.6,"for sale: honda civic 2021 – totally genuine & excellent condition i am selling my honda civic 2021 model in 100% genuine condition. the car has been driven 78,000 km and is extremely well-maintained. no accidents, no paint work – everything is completely original. • model: 2021 • mileage: 78,000 km • condition: total genuine / original paint • smooth drive, powerful engine, and immaculate interior • used with great care a perfect choice for anyone looking for a reliable, clean, and trouble-free car. TAG_EXCELLENT",silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2019,2019,84000.0,1800.0,Automatic,Petrol,5800000.0,9.6,owned by senior army officer fully maintained and immaculate condition,silver_predicted
Honda City 1.3 i-VTEC Prosmatec 2019,2019,50000.0,1300.0,Automatic,Petrol,3975000.0,9.2,everything is in genuine condition. authorized dealership maintained. original book is available as well. complete original file is availble. fitted with new tires.,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2019,2019,75000.0,1800.0,Automatic,Petrol,5250000.0,9.2,civic 2019 ug chat diggi bonnet genuine side paint for fresh look location lahore fresh tyre,silver_predicted
Honda N Wgn Custom G 2016,2016,129000.0,660.0,Automatic,Petrol,2700000.0,9.4,outer almost genuine inner total genuine engine suspension TAG_EXCELLENT,silver_predicted
Honda Accord CL7 2003,2003,190000.0,2000.0,Automatic,Petrol,2250000.0,8.6,honda accord 2003 model 2006 import boimetric available exchange possible,silver_predicted
Honda City 1.5L ASPIRE S CVT 2025,2025,25.0,1500.0,Automatic,Petrol,6350000.0,8.7,honda city 1.5l aspire s cvt 2025 model unregistered zero meter.,silver_predicted
Honda City 1.3 i-VTEC 2011,2011,130.0,1300.0,Manual,Petrol,2600000.0,8.2,honda city 1.3 black 1 piece touching due to scratches rest genuine just buy and drive no work required after market allow rims fog lights led panal body kits face-lift in 2019 from honda chill ac all documents available one of the best and cleanest car in town no foolish offers TAG_GOOD,silver_predicted
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2012,2012,123000.0,1800.0,Automatic,Petrol,2850000.0,8.8,honda reborn ug grade 100 % geniune no shower ( only bounte touchup) new tyre engine 100 % suspension 100% transmission 100% ac 100% only geniune buyers contact please TAG_FAIR,silver_predicted
Honda Civic 2005,2005,235000.0,1700.0,Manual,Petrol,2200000.0,9.2,"civic 2005 – outstanding drive, d17 engine, fuel efficient this civic is maintained to corporate-grade performance standards, equipped with the highly reliable d17 engine delivering 16+ km/l fuel average with ac. it’s a complete buy-and-drive unit, requiring zero post-purchase work. key features: • d17 engine with strong performance output. check out on google • verified 16+ km/l average with ac • smooth suspension and transmission • clean interior and exterior • all functions operational • ideal for city and long-route usage • 70% genuine exterior interior 100% • on meter mileage is 235 but in new engine only 35ooo driven a value-driven asset for buyers seeking reliability, efficiency, and hassle-free ownership. contact only on whatsapp delar’s stay away it’s for family not for bargain",silver_predicted
Honda Civic VTi Prosmatec 1.8 i-VTEC 2014,2014,101500.0,1800.0,Automatic,Petrol,3590000.0,9.3,hardtop 2nd owner personal/family driven car (not by driver/chauffeur) genuine kms 2 touch ups clean & maintained interior interior all intact - nothing broken documents complete tax paid till june 2026 call/whatsapp for queries ownership transfer is necessary/must. TAG_GOOD,silver_predicted
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,2013,123000.0,1800.0,Automatic,Petrol,4100000.0,8.7,"honda civic rebirth 2013, model 123000km driven car is very well kept in immaculate condition token upto date own name. biometric on spot",silver_predicted
Honda City EXi S Automatic 2001,2001,65000.0,1500.0,Automatic,Petrol,1110000.0,8.9,"honda city 2001 – urgent sale • original return file available • original book available + smart card • total petrol driven • no accident • all token taxes paid up-to-date • price slightly negotiable additional features: aftermarket stylish alloy rims brand new lcd installed ac chilled – no work required engine, suspension & gear 100% ok smooth drive & well maintained family used car reason for sale: urgently need to sell. perfect option for family use & daily driving lovers.",silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,17000.0,1800.0,Automatic,Petrol,5250000.0,9.5,02 owner transfer mandatory bumper to bumper genuine scratchless spotless spare wheel unused just buy and drive drop msg on whatsapp if calls are not answered,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,70000.0,1800.0,Automatic,Petrol,5100000.0,8.6,honda civic ug model 2018 registered 2019 new meter 70k driven b2b original up for sale,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,150000.0,1800.0,Automatic,Petrol,4800000.0,9.6,hkghgcgvv,silver_predicted
Honda Civic EXi 2005,2005,202103.0,1500.0,Manual,Petrol,1450000.0,9.0,"ac 100% tyres 80% sides some pieces shower. chat, digi, hoda original. bonet 70% genion. engine health 70% own my name. biometric on the spot. all original documents are complete. original book of this car is also available. totally driven on petrol. fitted with new tires. token tax is up to date. i want to upgrade so need to sell urgently. location: main faislabad road mananwala, district sheikhupura. TAG_FAIR",silver_predicted
Honda BR-V i-VTEC S 2019,2019,102500.0,1500.0,Automatic,Petrol,4450000.0,9.5,total genuine paint new tyre drive like a brand new car biometric on the spot TAG_EXCELLENT,silver_predicted
Honda City i-DSI Vario 2006,2006,195000.0,1300.0,Automatic,Petrol,2500000.0,8.9,honda city automatic vario good condition . the car was in the use of an army officer. original return file is available . complete service details available. driven on petrol throughout . as good as a brand new car. few paint touchups on the body . fitted with new tires. never got into accident. original book of this car is also available. engine is good condition . all taxes paid.,silver_predicted
Honda City 1.3 i-VTEC 2018,2018,84000.0,1300.0,Manual,Petrol,3495000.0000000005,8.5,honda city 1.3 manual model 2018 total genuine only 1 back fender shower 84000 km driven seal to seal pack 2nd owner engine 100% okay suspension 100% okay ac or heater 100% okay biomatric on the spot available just buy and drive location: dha phase 2 block s lahore please contact me anytime thankyou TAG_EXCELLENT,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,55000.0,1800.0,Automatic,Petrol,5100000.0,8.6,"honda civic ug top of the line model 2018 white color full original just like zero meter 55,000 km driven only transfer very must, biometric available location: gulistan e johar karachi",silver_predicted
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,154000.0,1800.0,Automatic,Petrol,4000000.0,9.1,everything is in genuine condition. fully maintained through authorized dealership. alloy rims. original book of this car is also available. non accidental. fitted with new tires. all taxes paid. paint touchups in a few places. front and back bumper paint (front bumper is damaged with a light dent on bonet right side door dry dent and fender),silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,91842.0,1800.0,Automatic,Petrol,6000000.0,8.8,- spoiler - documents available - pakwheels inspected car - inspection report attached - number plates available - token tax cleared - 2nd owner - manufacture 2021 - registered 2022 - 2 keys available,silver_predicted
Honda N One RS 2022,2022,34120.0,660.0,Automatic,Petrol,4375000.0,9.5,top of the line r.s package black with orange interior 2022 model n one turbo 2024 december import 1st owner total genuine from japan 3.5 grade auction sheet rs alloy rims black peddle shifter cruise control 8 airbag radar climate control electric heated seats new tyres no work in car home used car dealers kindly stay away serious buyers contact only TAG_EXCELLENT,silver_predicted
Honda Civic 1995,1995,1.0,1300.0,Manual,Petrol,800000.0,9.6,no accident at all front back sides no main accident outer paint no main accident,silver_predicted
Honda BR-V i-VTEC S 2021,2021,64000.0,1500.0,Automatic,Petrol,5340000.0,9.4,brv s full option brand new condition total genuine no scratches no dents no paint 100% guaranteed 2original remotes owner manual book warranty book complete service history company maintained from day first brand new tyres drive like new car first owner seeing is believing trouble free car contact only serious buyers TAG_EXCELLENT,silver_predicted
Honda Accord 24TL Sports Style 2008,2008,120000.0,2400.0,Automatic,Petrol,4200000.0,9.1,lightweight allow rims . brand new tires installed. never got into accident. token tax is up to date.,silver_predicted
Honda Civic VTi Oriel 1.8 i-VTEC 2013,2013,172000.0,1800.0,Manual,Petrol,3150000.0,9.6,car is in good condition new tyres,silver_predicted
Honda City i-DSI 2005,2005,150000.0,1300.0,Manual,Petrol,2350000.0,9.4,the car was in the use of an army officer. fully maintained through authorized dealership. complete original file is availble . totally driven on petrol. exchange is possible with other car . few paint touchups on the body . non accidental. original book is available as well. price negotiable a little bit. urgently need to sellthe car.,silver_predicted
Honda Accord VTi 2.4 2005,2005,238000.0,2400.0,Automatic,Petrol,2650000.0,9.0,"2005 model 2006 registered engine suspension in excellent condition. 6 air bags. automatics adjustable seats. large android panel. neat and clean interior tyre 80 %. book file genuine. on my own name. token upto date. below roof showered. comfortable smooth drive. call for more info. no sms please, only for serious buyers. TAG_FAIR",silver_predicted
Honda N Wgn G 2022,2022,57000.0,660.0,Automatic,Petrol,3800000.0,9.6,price is slightly negotiable. 4 grade car steal alert!,silver_predicted
Honda City Aspire 1.5 i-VTEC 2015,2015,220.0,1500.0,Manual,Petrol,3250000.0,8.8,family used car no work required just buy and drive. allow rims . original card is available . petrol driven . all token taxes are paid for life . price is negotiable. need to sell the car urgently. never been into any accident.,silver_predicted
Honda Vezel Hybrid Z Honda Sensing 2019,2019,88000.0,1500.0,Automatic,Hybrid,7050000.0,9.0,"model: 2019 import: 2024 (end) unregistered auction grade : 4.5 a edition: z sensing milage: 88,000 km verified auction sheet available",silver_predicted
Honda City Aspire Prosmatec 1.5 i-VTEC 2020,2020,62000.0,1500.0,Automatic,Petrol,4200000.0,9.5,"just like a zero meter car. everything is in genuine condition. token tax is up to date. first owner, new tyres",silver_predicted
Honda CR-Z Base Grade (Metallic Color) 2014,2014,52000.0,1500.0,Automatic,Hybrid,3350000.0,8.9,honda crz 2014 model like a new car 1/1 neatest car in the town like a new car,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,16130.0,1800.0,Automatic,Petrol,7340000.000000001,9.3,"guaranteed low mileage. driven very less and used as second car. inside out fully original. as good as a brand new car. no dent or paint. all token taxes are paid to date. second owner. owned by army officer. leatherite seat covers, floor mat installed. unused spare tyre. two-digit number 54. dealers to stay away. transfer is must.",silver_predicted
Honda Civic EXi Automatic 1998,1998,100000.0,1500.0,Automatic,Petrol,1600000.0,9.3,hard tunned with p28 ecu 2 step tunned back lights after market led installled inner genuine outer shower no accidentall 100% in seals air intake pipe with filter installed kranze rims with new tyres low profile tyres all documents clear own my name biomatric on spot suspension 100/100 TAG_FAIR,silver_predicted
Honda Civic EXi 1996,1996,145000.0,1500.0,Manual,Petrol,1270000.0,8.7,honda lover gift 2nd owner 1996 model complete original file is availble . non accidental. driven on petrol throughout . engine 100% suspension 100% tyer 75%>85% 5 alloy rims original 1996 model price is flexible. need to sell the car urgently.,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,18000.0,1800.0,Automatic,Petrol,6900000.0,8.9,the car is bumper to bumper in its orignal paint. including bumpers scratchless and dentless body just like new. occasionally used as 3rd car. the car still smells like a new car. the car is far more beautiful in real then in pictures. spare wheel unused.all user manuals and spare key are along with the car. complete service details available. as good as a brand new car. please avoid foolish offers.,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,42000.0,1800.0,Automatic,Petrol,6000000.0,9.2,"car is in genuine, well-maintained condition with only 41,461 km driven. engine, suspension, and cvt transmission are perfectly smooth. interior is clean, smoke-free, and fitted with premium seat covers and original multimedia system. exterior is overall very neat, with minor scratches on the left passenger door and rear bumper — purely cosmetic. no accidental damage to engine or trunk of the car. first owner. a carefully used, reliable family car — just buy and drive. price is slightly negotiable **no calls. only whatsapp msg** TAG_GOOD",silver_predicted
Honda Accord 24TL Sports Style 2008,2008,115000.0,2400.0,Automatic,Petrol,4120000.0000000005,8.7,after market alloy rims.,silver_predicted
Honda Accord CL7 2003,2003,114000.0,2000.0,Automatic,Petrol,2145000.0,8.7,honda accord 2003/2007 mint condition only 2 pieces touchup rest are original own engine demand 2150/- TAG_GOOD,silver_predicted
Honda N Box G-L Package 2013,2013,280000.0,660.0,Automatic,Petrol,2300000.0,9.7,no call/sms will be answered after office hours. will be sold to nearest offer. all token taxes are paid for life. complete original file is availble.,silver_predicted
Honda City 1.3 i-VTEC 2009,2009,206200.0,1300.0,Manual,Petrol,2300000.0,9.3,serious buyers contact only home use car ac chill no work required never got into accident. all token taxes are paid to date. need to sell the car urgently. totally driven on petrol. original return file is available. will be sold to nearest offer.,silver_predicted
Honda City EXi 2000,2000,130000.0,1300.0,Manual,Petrol,975000.0,8.7,"honda city, model: 2000, manual transmission. outer shower inner original, non-accidental. perfect condition. just buy and drive TAG_FAIR",silver_predicted
Honda BR-V i-VTEC 2017,2017,45000.0,1500.0,Automatic,Petrol,4000000.0,9.6,second owner good condition,silver_predicted
Honda City 1.3 i-VTEC 2010,2010,210800.0,1300.0,Manual,Petrol,1850000.0,8.6,honda city 1.3 2010 model 12 reg. menual transmission roof genuine other shower inside seal pack engine change 100 percent suspension 80 percent aftermarket alloy wheels 2nd owner tax up to date price final no exchange TAG_FAIR,silver_predicted
Honda Civic EXi 1996,1996,300000.0,1500.0,Manual,Petrol,1050000.0,8.7,"honda civic 96 model , lahore no , manual , black color ,,,, inner geniune outer painted ,, power window power steering ,,,new tyres and rims ,,, pannnel installed ,,,, ac heater working ,,,, excellent fuel average all documents clear , demand 10.50lakh",silver_predicted
Honda Civic EXi 2002,2002,125876.0,1500.0,Manual,Petrol,1200000.0,4.9,-seat cover installed -alloy wheels installed - pakwheels inspected car - inspection report attached - number plates available - 3rd owner - token tax paid - manufacture 2002 - registered 2002 -documents not check by pakwheels.com - 2 keys available,silver_predicted
Honda City 1.3 i-VTEC Prosmatec 2020,2020,98000.0,1300.0,Automatic,Petrol,4200000.0,8.6,honda city december 2020 model. 1.3 auto transmission. b2b genuine. around 98000 kms driven. scratches are shown in pictures with black circles. engine and every other part is in perfetct condition. using this car since feb 2022. please contact after 2pm.,silver_predicted
Honda Civic RS 2024,2024,36730.0,1500.0,Automatic,Petrol,9000000.0,9.2,- pakwheels inspected car - inspection report attached - number plates available - 2nd owner - token tax paid - manufacture 2024 - registered 2024 -documents not check by pakwheels.com - 2 keys available,silver_predicted
Honda N Box Custom GL 2021,2021,36000.0,658.0,Automatic,Petrol,3450000.0,8.6,honda n box custom model 2021 import 2024 only diggi and bumper spray alloy rims. will be sold to nearest offer. driven on petrol throughout.,silver_predicted
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,81000.0,1800.0,Automatic,Petrol,5250000.0,9.4,low mileage supreme condition own my name islamabad number everything is perfect alhumdulliah,silver_predicted
Honda Civic 1.8 i-VTEC CVT 2020,2020,32000.0,1800.0,Automatic,Petrol,5200000.0,8.7,"2020 honda civic: genuine & gorgeous! the perfect blend of sporty style and famous honda reliability. this 10th generation civic is a true head-turner, maintained with zero compromise and in 100% fully genuine condition. don't settle for less! year: 2020 model condition: fully genuine paint & engine (guaranteed) features: modern styling, smooth drive, excellent fuel economy. special offer: exchange possible! looking to upgrade or downgrade? we welcome exchange offers for your existing vehicle. drive away in this stunning civic today! serious buyers only. contact now for viewing and to discuss your exchange!",silver_predicted
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2015,2015,129756.0,1800.0,Automatic,Petrol,3950000.0,7.4,pakwheels inspected car inspection report attached number plates available 6th owner token tax paid manufacture 2015 registered 2015 documents available 2 keys available,silver_predicted
Honda Civic VTi Oriel 1.6 2004,2004,175000.0,1600.0,Manual,Petrol,1420000.0,9.5,urgent sale 2 fender geneuin gift for civic lover,silver_predicted
Honda Civic Oriel 2024,2024,22000.0,1500.0,Automatic,Petrol,8650000.0,8.7,"b2b beautiful white with burgundy interior(rare) only 22k driven honda maintain with spare key and owner manual ppf(front,back bumper and sides only) just like a brand new car buy and drive family used best to buy",silver_predicted
Honda Fit 1.5 Hybrid RS 2014,2014,70000.0,1500.0,Automatic,Hybrid,4125000.0,8.9,honda fit rs 2014 model 2017 import total genuine condition interior 10/10 islamabad registered orignal milege tyre condotion 10/10 orignal documents TAG_EXCELLENT,silver_predicted
Honda N Wgn G 2024,2024,11000.0,660.0,Automatic,Petrol,3950000.0,9.2,"honda n wgn new shape model year 2024 import year 2025 registered punjab mileage 11,500 kms color ice pearl white r grade (verifiable auction sheet) push start adaptive cruise control steering assist radar with distance monitor multimedia steering heated seats parking sensors climate control genuine tv & much more...",silver_predicted
Honda City Aspire 1.5 i-VTEC 2015,2015,82000.0,1500.0,Manual,Petrol,3429999.9999999995,9.1,after market alloy rims. 100% original . call/sms only during office hours please. fitted with new tires. original book of this car is also available. engine in pristine condition . all token taxes are paid to date. never been into any accident. in showroom condition.,silver_predicted
Honda City i-DSI 2005,2005,150000.0,1300.0,Manual,Petrol,1800000.0,8.9,"honda city 2005, white colour, islamabad registerd, after market alloy rims. totally driven on petrol. few paint touchups on the body, outer 70 to 80 % genione, inner 100% genione, engine/gair 100% ok, mechanically fit, ac/heater all ok, price is a little bit nogotiable.",silver_predicted
